Aaro,Juho,Riku,Matias,Tuomas,Jesper,Jussi,Samuel,Elias
1500.0,1500.0,1500.0,1500.0,1500.0
1758.7,1939.6,1258.3,1480.4,1178.6,1500.0
1873.6,1849.1,1227.2,1480.4,1178.6,1735.5,1500.0
1953.6,1775.4,1227.2,1480.4,1178.6,1735.5,1452.6
1951.7,1775.4,1227.2,1480.4,1178.6,1735.5,1473.3
1967.2,1775.4,1227.2,1480.4,1178.6,1735.5,1443.5,1500.0,1500.0
1993.2,1775.4,1227.2,1480.4,1178.6,1735.5,1443.5,1444.3,1395.3
1954.8,1842.4,1227.2,1480.4,1178.6,1735.5,1443.5,1444.3,1395.3
1954.8,1885.5,1227.2,1480.4,1178.6,1642.8,1443.5,1444.3,1395.3
